ACCOUNT_NO,PARCEL_NO,LAND_ACT,IMPV_ACT,LAND_ASS,IMPV_ASS
"R019154","566129217037",147160.0000,610480.0000,9200.0000,38160.0000
"R019155","566129217036",147160.0000,612280.0000,9200.0000,38270.0000
"R019156","566129209007",147160.0000,0.0000,39730.0000,0.0000
"R019157","566129209006",147160.0000,560410.0000,9200.0000,35030.0000
"R019158","566129209005",147160.0000,438070.0000,9200.0000,27380.0000
"R019159","566129209004",147160.0000,694510.0000,9200.0000,43410.0000
"R019160","566129209003",147160.0000,609590.0000,9200.0000,38100.0000
"R019161","566129209002",147160.0000,595010.0000,9200.0000,37190.0000
"R019162","566129209001",147160.0000,481330.0000,9200.0000,30080.0000
"R019163","566129103002",147160.0000,561070.0000,9200.0000,35070.0000
"R019164","566129103001",147160.0000,583770.0000,9200.0000,36490.0000
"R019165","566129103009",147160.0000,560740.0000,9200.0000,35050.0000
"R019166","566129103008",147160.0000,377850.0000,9200.0000,23620.0000
"R019167","566129103007",147160.0000,544860.0000,9200.0000,34050.0000
"R019168","566129103006",147160.0000,622020.0000,9200.0000,38880.0000
"R019169","566129103005",147160.0000,719510.0000,9200.0000,44970.0000
"R019170","566129209017",147160.0000,545910.0000,9200.0000,34120.0000
"R019171","566129209016",147160.0000,566740.0000,9200.0000,35420.0000
"R019172","566129103003",147160.0000,567820.0000,9200.0000,35490.0000
"R019173","566129209015",147160.0000,519910.0000,9200.0000,32490.0000
"R019174","566129209014",147160.0000,579370.0000,9200.0000,36210.0000
"R019176","566129209012",231600.0000,574220.0000,14480.0000,35890.0000
"R019178","566129209011",147160.0000,737720.0000,9200.0000,46110.0000
"R019179","566129209010",147160.0000,585530.0000,9200.0000,36600.0000
"R019180","566129209009",147160.0000,688640.0000,9200.0000,43040.0000
"R019181","566129209008",147160.0000,527280.0000,9200.0000,32960.0000
"R019182","566129210008",147160.0000,598280.0000,9200.0000,37390.0000
"R019183","566129210007",147160.0000,430400.0000,9200.0000,26900.0000
"R019184","566129210006",147160.0000,425930.0000,9200.0000,26620.0000
"R019185","566129210005",147160.0000,481960.0000,9200.0000,30120.0000
"R019186","566129210004",147160.0000,548000.0000,9200.0000,34250.0000
"R019187","566129210003",147160.0000,597050.0000,9200.0000,37320.0000
"R019188","566129210002",147160.0000,500220.0000,9200.0000,31260.0000
"R019189","566129210001",147160.0000,684150.0000,9200.0000,42760.0000
"R019190","566129104001",147160.0000,448060.0000,9200.0000,28000.0000
"R019191","566129104002",147160.0000,580360.0000,9200.0000,36270.0000
"R019192","566129210016",147160.0000,481160.0000,9200.0000,30070.0000
"R019193","566129210015",147160.0000,492870.0000,9200.0000,30800.0000
"R019194","566129210014",147160.0000,388140.0000,9200.0000,24260.0000
"R019195","566129210013",147160.0000,444460.0000,9200.0000,27780.0000
"R019196","566129210012",147160.0000,424670.0000,9200.0000,26540.0000
"R019197","566129210011",147160.0000,425120.0000,9200.0000,26570.0000
"R019198","566129210010",147160.0000,581510.0000,9200.0000,36340.0000
"R019199","566129210009",147160.0000,676960.0000,9200.0000,42310.0000
"R019200","566129211012",147160.0000,394910.0000,9200.0000,24680.0000
"R019201","566129211010",147160.0000,802880.0000,9200.0000,50180.0000
"R019202","566129211008",147160.0000,476690.0000,9200.0000,29790.0000
"R019203","566129211007",147160.0000,519660.0000,9200.0000,32480.0000
"R019204","566129211006",147160.0000,369500.0000,9200.0000,23090.0000
"R019205","566129211005",147160.0000,569700.0000,9200.0000,35610.0000
"R019206","566129211004",147160.0000,643050.0000,9200.0000,40190.0000
"R019207","566129211003",147160.0000,507000.0000,9200.0000,31690.0000
"R019208","566129211002",147160.0000,625660.0000,9200.0000,39100.0000
"R019209","566129207017",72380.0000,0.0000,19540.0000,0.0000
"R019211","566129216001",0.0000,444770.0000,0.0000,27800.0000
"R019212","566129216002",0.0000,453730.0000,0.0000,28360.0000
"R019213","566129216003",0.0000,398860.0000,0.0000,24930.0000
"R019214","566129216004",0.0000,475320.0000,0.0000,29710.0000
"R019215","566129216005",0.0000,382820.0000,0.0000,23930.0000
"R019216","566129216006",0.0000,403430.0000,0.0000,25210.0000
"R019217","566129216007",0.0000,568910.0000,0.0000,35560.0000
"R019218","566129216008",0.0000,455880.0000,0.0000,28490.0000
"R019219","566129216009",0.0000,564160.0000,0.0000,35260.0000
"R019220","566129109001",0.0000,534140.0000,0.0000,33380.0000
"R019221","566129109002",0.0000,471360.0000,0.0000,29460.0000
"R019222","566129109003",0.0000,478890.0000,0.0000,29930.0000
"R019223","566129109004",0.0000,426680.0000,0.0000,26670.0000
"R019224","566129109005",0.0000,551920.0000,0.0000,34500.0000
"R019225","566129109006",0.0000,524780.0000,0.0000,32800.0000
"R019227","567907303004",80800.0000,410100.0000,5050.0000,25630.0000
"R019228","567907303010",80800.0000,670.0000,21820.0000,180.0000
"R019230","566129213001",147160.0000,576440.0000,9200.0000,36030.0000
"R019235","566129214001",156810.0000,598710.0000,9800.0000,37420.0000
"R019236","567512401022",80800.0000,0.0000,21820.0000,0.0000
"R019237","566129105001",241250.0000,0.0000,65140.0000,0.0000
"R019239","617112400049",444740.0000,0.0000,27800.0000,0.0000
"R019241","567922200046",283410.0000,314880.0000,17710.0000,19680.0000
"R019242","567922100045",2310.0000,96260.0000,620.0000,25990.0000
"R019244","567508100168",217000.0000,28680.0000,13560.0000,1790.0000
"R019245","567508400169",173350.0000,7720.0000,46800.0000,2080.0000
"R019246","567509200167",186000.0000,470470.0000,11630.0000,29400.0000
"R019248","595123300166",39790.0000,152200.0000,2490.0000,9510.0000
"R019249","594533100256",93780.0000,278810.0000,5860.0000,17430.0000
"R019251","566133105059",228940.0000,744460.0000,14310.0000,46530.0000
"R019255","566129111001",0.0000,500240.0000,0.0000,31270.0000
"R019258","590324400071",129020.0000,224900.0000,8060.0000,14060.0000
"R019259","590324300068",9540.0000,307890.0000,1730.0000,23400.0000
"R019261","559728101001",72000.0000,480010.0000,4500.0000,30000.0000
"R019262","559728101002",72000.0000,376960.0000,4500.0000,23560.0000
"R019263","559728101003",72000.0000,337730.0000,4500.0000,21110.0000
"R019264","559728101004",72000.0000,418160.0000,4500.0000,26140.0000
"R019265","559728101005",72000.0000,384770.0000,4500.0000,24050.0000
"R019266","559728101006",72000.0000,331330.0000,4500.0000,20710.0000
"R019267","559728101007",72000.0000,380620.0000,4500.0000,23790.0000
"R019268","559728101008",72000.0000,422410.0000,4500.0000,26400.0000
"R019269","559728101009",72000.0000,473980.0000,4500.0000,29620.0000
"R019270","559728101010",72000.0000,390290.0000,4500.0000,24390.0000
"R019271","559728101011",72000.0000,336620.0000,4500.0000,21040.0000
"R019272","559728101012",72000.0000,427390.0000,4500.0000,26710.0000
"R019273","559728101013",72000.0000,490250.0000,4500.0000,30640.0000
"R019274","559728101014",72000.0000,375150.0000,4500.0000,23450.0000
"R019275","559728101015",72000.0000,375850.0000,4500.0000,23490.0000
"R019276","559728101016",72000.0000,455600.0000,4500.0000,28480.0000
"R019281","566505100102",196630.0000,745800.0000,12290.0000,46610.0000
"R019283","567711300107",50520.0000,0.0000,13640.0000,0.0000
"R019285","566136100245",1029050.0000,0.0000,277840.0000,0.0000
"R019286","566115200139",226100.0000,644190.0000,14130.0000,40260.0000
"R019287","567126200119",387450.0000,379640.0000,24220.0000,23730.0000
"R019288","566127201013",117940.0000,567450.0000,7370.0000,35470.0000
"R019289","590129200162",3380.0000,547480.0000,910.0000,41240.0000
"R019290","567108203036",180630.0000,0.0000,11290.0000,0.0000
"R019291","566518100013",961800.0000,0.0000,259690.0000,0.0000
"R019293","566507101004",448880.0000,946370.0000,28060.0000,59150.0000
"R019294","566506416025",183400.0000,0.0000,49520.0000,0.0000
"R019296","595309400362",121500.0000,267990.0000,7590.0000,16750.0000
"R019299","595323200361",145330.0000,0.0000,39240.0000,0.0000
"R019300","590120200369",5160.0000,501050.0000,1390.0000,31320.0000
"R019301","566503400147",448880.0000,467110.0000,28060.0000,29190.0000
"R019303","590117300360",2830.0000,610140.0000,770.0000,38130.0000
"R019306","537729401151",74250.0000,486770.0000,4640.0000,30420.0000
"R019308","566912403024",149140.0000,409820.0000,9320.0000,25610.0000
"R019309","566912403025",149140.0000,410310.0000,9320.0000,25640.0000
"R019310","566912403026",149140.0000,290690.0000,9320.0000,18170.0000
"R019311","566912403022",149140.0000,429530.0000,9320.0000,26850.0000
"R019312","566912403023",184500.0000,347680.0000,11530.0000,21730.0000
"R019313","594528400291",53850.0000,0.0000,14540.0000,0.0000
"R019314","594528100303",89800.0000,737670.0000,5610.0000,46100.0000
"R019317","566517112042",88130.0000,515500.0000,5510.0000,32220.0000
"R019318","566517112043",88130.0000,510500.0000,5510.0000,31910.0000
"R019321","590118100358",160430.0000,556120.0000,10030.0000,34760.0000
"R019322","590118100359",126790.0000,290340.0000,7920.0000,18150.0000
"R019323","590502400800",217500.0000,334990.0000,13590.0000,20940.0000
"R019324","590502400801",970.0000,0.0000,260.0000,0.0000
"R019332","559711201001",745940.0000,0.0000,201400.0000,0.0000
"R019333","566505200121",9080.0000,0.0000,2450.0000,0.0000
"R019335","532502100023",22460.0000,0.0000,6060.0000,0.0000
"R019336","594517300305",1720.0000,33340.0000,460.0000,2080.0000
"R019337","590136200366",107130.0000,248490.0000,6700.0000,15530.0000
"R019338","617120300037",50950.0000,0.0000,13760.0000,0.0000
"R019340","617122300036",68370.0000,172580.0000,4270.0000,10790.0000
"R019360","537331200036",10770.0000,0.0000,2910.0000,0.0000
"R019361","537721200010",342190.0000,539860.0000,21390.0000,33740.0000
"R019362","595515400220",5110.0000,37570.0000,1380.0000,2350.0000
"R019363","537101201607",0.0000,168080.0000,0.0000,10510.0000
"R019364","567533100169",7800.0000,675580.0000,2110.0000,46260.0000
"R019365","559324101022",42440.0000,0.0000,11460.0000,0.0000
"R019366","559324101025",36380.0000,0.0000,9820.0000,0.0000
"R019367","559324101026",36380.0000,0.0000,9820.0000,0.0000
"R019368","559324101031",30310.0000,0.0000,8180.0000,0.0000
"R019369","559324101032",33950.0000,0.0000,9170.0000,0.0000
"R019370","559324101003",16980.0000,0.0000,4580.0000,0.0000
"R019375","591111100099",9070.0000,591830.0000,2450.0000,38960.0000
"R019377","567133100166",128710.0000,0.0000,34750.0000,0.0000
"R019378","590327300158",107330.0000,266990.0000,6710.0000,16690.0000
"R019379","590327300157",96190.0000,178230.0000,6010.0000,11140.0000
"R019381","590120100217",2070.0000,312980.0000,560.0000,28330.0000
"R019382","567709400099",157840.0000,429430.0000,9870.0000,26840.0000
"R019383","590120100218",243120.0000,390270.0000,15200.0000,24390.0000
"R019384","567529400172",269060.0000,1147330.0000,16820.0000,71710.0000
"R019387","567525300029",49920.0000,0.0000,13480.0000,0.0000
"R019390","595310300180",163060.0000,0.0000,44030.0000,0.0000
"R019391","595310300181",400.0000,0.0000,110.0000,0.0000
"R019467","594528400258",65970.0000,350450.0000,4120.0000,21900.0000
"R019468","595536400189",67220.0000,0.0000,18150.0000,0.0000
"R019469","567308300035",167480.0000,367050.0000,10470.0000,22940.0000
"R019470","590929200109",160710.0000,0.0000,10040.0000,0.0000
"R019471","536927200009",4240.0000,0.0000,1140.0000,0.0000
"R019472","566129111002",0.0000,500240.0000,0.0000,31270.0000
"R019473","567510401002",135040.0000,0.0000,36460.0000,0.0000
"R019474","567702100053",236300.0000,0.0000,63800.0000,0.0000
"R019475","567702100054",208500.0000,572270.0000,13030.0000,35770.0000
"R019476","567702100055",208500.0000,369900.0000,13030.0000,23120.0000
"R019477","567702100056",6460.0000,0.0000,1740.0000,0.0000
"R019478","567702200057",3630.0000,0.0000,980.0000,0.0000
"R019479","567702200058",4560.0000,640800.0000,1230.0000,40050.0000
"R019480","616513100023",19500.0000,0.0000,5270.0000,0.0000
"R019481","566129200001",210750.0000,152530.0000,13170.0000,9530.0000
"R019483","590118100220",336380.0000,355430.0000,21020.0000,22210.0000
"R019492","595131302006",73010.0000,113650.0000,19710.0000,30690.0000
"R019495","590514200357",160950.0000,502470.0000,10060.0000,31400.0000
"R019496","590514200358",264920.0000,23280.0000,16560.0000,1460.0000
"R019497","567312100205",92580.0000,177010.0000,5790.0000,11060.0000
"R019499","595126100902",230.0000,0.0000,60.0000,0.0000
"R019500","567930300085",2000.0000,375540.0000,540.0000,23470.0000
"R019501","567931200086",896880.0000,2732750.0000,56060.0000,170800.0000
"R019502","567931100087",322880.0000,479820.0000,20180.0000,29990.0000
"R019504","566129100105",218670.0000,0.0000,59040.0000,0.0000
"R019505","590322300290",97150.0000,531760.0000,6070.0000,33240.0000
"R019506","590322300367",65330.0000,620900.0000,4080.0000,38810.0000
"R019507","590322300369",113350.0000,0.0000,7090.0000,0.0000
"R019508","590322300293",83750.0000,215560.0000,5230.0000,13470.0000
"R019510","590529400571",6470.0000,0.0000,1750.0000,0.0000
"R019515","566127405065",208130.0000,548160.0000,13010.0000,34260.0000
"R019516","567533100175",272650.0000,268270.0000,17040.0000,16770.0000
"R019517","567533100173",348460.0000,33200.0000,94080.0000,8960.0000
"R019518","595329100078",111730.0000,0.0000,30170.0000,0.0000
"R019519","590732400041",79880.0000,0.0000,21570.0000,0.0000
"R019521","595720300063",13750.0000,60930.0000,3720.0000,8660.0000
"R019522","591332400079",800.0000,0.0000,220.0000,0.0000
"R019526","566905104011",1415610.0000,1283940.0000,382210.0000,346660.0000
"R019529","532502400020",856510.0000,6710.0000,231260.0000,1810.0000
"R019531","532523100025",127880.0000,993560.0000,7990.0000,62100.0000
"R019532","532523100024",127880.0000,495380.0000,7990.0000,30960.0000
"R019533","590517300036",182690.0000,76570.0000,11420.0000,4790.0000
"R019534","590517300037",182690.0000,384520.0000,11420.0000,24030.0000
"R019535","590517300039",195750.0000,677600.0000,12230.0000,42350.0000
"R019536","595508212041",52610.0000,39770.0000,3290.0000,2490.0000
"R019540","567514201028",239250.0000,492370.0000,14950.0000,30770.0000
"R019541","537732101010",69750.0000,319320.0000,4360.0000,19960.0000
"R019542","566505200009",194870.0000,45690.0000,12180.0000,2860.0000
"R019543","567928101001",136110.0000,533310.0000,8510.0000,33330.0000
"R019544","567928101002",132000.0000,742550.0000,8250.0000,46410.0000
"R019545","567928101003",132000.0000,523530.0000,8250.0000,32720.0000
"R019546","567928101004",132000.0000,593380.0000,8250.0000,37090.0000
"R019547","567928101005",132000.0000,494040.0000,8250.0000,30880.0000
"R019548","567921401010",132000.0000,605230.0000,8250.0000,37830.0000
"R019549","567921401009",132000.0000,554810.0000,8250.0000,34680.0000
"R019550","567921401008",132000.0000,627600.0000,8250.0000,39230.0000
"R019551","567921401007",132000.0000,742780.0000,8250.0000,46420.0000
"R019552","567921401006",132000.0000,567470.0000,8250.0000,35470.0000
"R019553","567921401004",132000.0000,701610.0000,8250.0000,43850.0000
"R019554","567921401005",132000.0000,623340.0000,8250.0000,38960.0000
"R019555","567921401003",132000.0000,578170.0000,8250.0000,36140.0000
"R019557","567922301002",132000.0000,386810.0000,8250.0000,24180.0000
"R019558","567922301003",132000.0000,0.0000,35640.0000,0.0000
"R019559","567922301004",132000.0000,394600.0000,8250.0000,24660.0000
"R019560","567922301005",132000.0000,880990.0000,8250.0000,55060.0000
"R019561","567922301006",132000.0000,574740.0000,8250.0000,35920.0000
"R019562","567922302004",132000.0000,512050.0000,8250.0000,32000.0000
"R019563","567922302003",132000.0000,872930.0000,8250.0000,54560.0000
"R019564","567922302002",132000.0000,863170.0000,8250.0000,53950.0000
"R019565","567922302001",132000.0000,463190.0000,8250.0000,28950.0000
"R019566","567921402002",132000.0000,617800.0000,8250.0000,38610.0000
"R019567","567921402003",132000.0000,451210.0000,8250.0000,28200.0000
"R019568","567921402004",132000.0000,891520.0000,8250.0000,55720.0000
"R019569","567921402005",132000.0000,364780.0000,8250.0000,22800.0000
"R019570","567921402006",132000.0000,787530.0000,8250.0000,49220.0000
"R019571","567921402007",132000.0000,0.0000,35640.0000,0.0000
"R019572","567927201001",132000.0000,838410.0000,8250.0000,52400.0000
"R019573","567927201002",132000.0000,525400.0000,8250.0000,32840.0000
"R019574","567927201003",132000.0000,354090.0000,8250.0000,22130.0000
"R019575","567927201004",132000.0000,646640.0000,8250.0000,40420.0000
"R019576","567927201005",132000.0000,0.0000,8250.0000,0.0000
"R019577","567927201006",132000.0000,0.0000,35640.0000,0.0000
"R019578","567927201007",132000.0000,0.0000,35640.0000,0.0000
"R019579","567927201008",132000.0000,458140.0000,8250.0000,28630.0000
"R019580","567927201009",132000.0000,432780.0000,8250.0000,27050.0000
"R019581","567927201010",132000.0000,674350.0000,8250.0000,42150.0000
"R019582","567927201011",132000.0000,580240.0000,8250.0000,36270.0000
"R019583","567927201012",163500.0000,0.0000,44150.0000,0.0000
"R019584","567927201013",132000.0000,630980.0000,8250.0000,39440.0000
"R019585","567927201014",132000.0000,0.0000,35640.0000,0.0000
"R019586","567927201015",132000.0000,431520.0000,8250.0000,26970.0000
"R019587","567927201016",132000.0000,591890.0000,8250.0000,36990.0000
"R019588","567927301017",132000.0000,0.0000,35640.0000,0.0000
"R019589","567927301018",132000.0000,363200.0000,8250.0000,22700.0000
"R019590","567927301019",132000.0000,930280.0000,8250.0000,58140.0000
"R019591","567927201020",132000.0000,749020.0000,8250.0000,46810.0000
"R019592","567927201021",132000.0000,0.0000,35640.0000,0.0000
"R019593","567927201022",132000.0000,594500.0000,8250.0000,37160.0000
"R019594","567927203001",132000.0000,0.0000,35640.0000,0.0000
"R019595","567927203002",132000.0000,692790.0000,8250.0000,43300.0000
"R019596","567927203003",132000.0000,755780.0000,8250.0000,47240.0000
"R019597","567927203004",132000.0000,331650.0000,8250.0000,20730.0000
"R019598","567927203005",132000.0000,724020.0000,8250.0000,45250.0000
"R019599","567927303006",132000.0000,0.0000,8250.0000,0.0000
"R019600","567927303007",132000.0000,564380.0000,8250.0000,35270.0000
"R019601","567927303008",132000.0000,0.0000,35640.0000,0.0000
"R019602","567927303009",132000.0000,378970.0000,8250.0000,23690.0000
"R019603","567927303010",132000.0000,675650.0000,8250.0000,42230.0000
"R019604","567927303011",132000.0000,0.0000,35640.0000,0.0000
"R019605","567927303012",132000.0000,439950.0000,8250.0000,27500.0000
"R019606","567927303013",132000.0000,855080.0000,8250.0000,53440.0000
"R019607","567927303014",132000.0000,679850.0000,8250.0000,42490.0000
"R019608","567927303015",132000.0000,646470.0000,8250.0000,40400.0000
"R019609","567927303016",132000.0000,316480.0000,8250.0000,19780.0000
"R019610","567927302011",132000.0000,419750.0000,8250.0000,26230.0000
"R019611","567927302010",132000.0000,811670.0000,8250.0000,50730.0000
"R019612","567927302009",132000.0000,1027670.0000,8250.0000,64230.0000
"R019613","567927302008",132000.0000,0.0000,35640.0000,0.0000
"R019614","567927302007",132000.0000,708480.0000,8250.0000,44280.0000
"R019615","567927302006",132000.0000,742030.0000,8250.0000,46380.0000
"R019616","567927202005",132000.0000,0.0000,35640.0000,0.0000
"R019617","567927202004",132000.0000,399380.0000,8250.0000,24960.0000
"R019618","567927202003",132000.0000,925450.0000,8250.0000,57840.0000
"R019619","567927202002",132000.0000,653260.0000,8250.0000,40830.0000
"R019620","567927202001",132000.0000,530730.0000,8250.0000,33170.0000
"R019621","567928102002",132000.0000,673070.0000,8250.0000,42070.0000
"R019622","567928102001",204110.0000,0.0000,12760.0000,0.0000
"R019623","567928102003",132000.0000,509470.0000,8250.0000,31840.0000
"R019624","567928102004",132000.0000,844790.0000,8250.0000,52800.0000
"R019625","567928102005",132000.0000,939120.0000,8250.0000,58700.0000
"R019626","590521300376",182700.0000,650950.0000,11420.0000,40680.0000
"R019627","591325100078",97070.0000,130050.0000,6070.0000,8130.0000
"R019628","566129111003",0.0000,509630.0000,0.0000,31850.0000
"R019630","590327200160",50380.0000,229480.0000,3150.0000,14340.0000
"R019631","537136206005",69580.0000,460600.0000,4350.0000,28790.0000
"R019632","566732202062",0.0000,657460.0000,0.0000,177510.0000
"R019633","537136206006",69580.0000,400880.0000,4350.0000,25060.0000
"R019634","567534200177",344780.0000,210270.0000,21550.0000,13140.0000
"R019635","595321100184",70880.0000,228080.0000,4430.0000,14260.0000
"R019636","595322200185",70880.0000,240490.0000,4430.0000,15030.0000
"R019637","595322200186",112420.0000,6320.0000,7030.0000,400.0000
"R019638","595321100183",55670.0000,261600.0000,3480.0000,16350.0000
"R019640","566501102005",158180.0000,0.0000,42710.0000,0.0000
"R019641","567511300010",75340.0000,400530.0000,4710.0000,25030.0000
"R019643","567526100182",180.0000,0.0000,50.0000,0.0000
"R019644","594910300192",33750.0000,0.0000,9110.0000,0.0000
"R019645","567125100004",4400.0000,0.0000,1190.0000,0.0000
"R019646","567301400172",4400.0000,0.0000,1190.0000,0.0000
"R019647","532514404064",148840.0000,252430.0000,9300.0000,15780.0000
"R019650","567106202017",152630.0000,580910.0000,9540.0000,36310.0000
"R019651","567522400181",304940.0000,196050.0000,19060.0000,12250.0000
"R019652","594511309007",19130.0000,195120.0000,1200.0000,12200.0000
"R019653","566732303030",0.0000,520390.0000,0.0000,140510.0000
"R019654","508935400006",7880.0000,338570.0000,2120.0000,24010.0000
"R019655","508936200005",5330.0000,0.0000,1440.0000,0.0000
"R019657","567303300213",188890.0000,361820.0000,11810.0000,22610.0000
"R019660","568106100107",7590.0000,777120.0000,2050.0000,49490.0000
"R019662","566505100122",191010.0000,0.0000,11940.0000,0.0000
"R019663","567522400180",288970.0000,279050.0000,18060.0000,17440.0000
"R019664","559333407008",98700.0000,620840.0000,6170.0000,38800.0000
"R019666","595731200902",18260.0000,0.0000,4930.0000,0.0000
"R019667","559722400027",207640.0000,6680.0000,12980.0000,420.0000
"R019669","567710400033",290.0000,0.0000,80.0000,0.0000
"R019672","559703400069",253960.0000,569460.0000,46070.0000,79200.0000
"R019673","508924308040",0.0000,498380.0000,0.0000,31860.0000
"R019674","508924308041",0.0000,498380.0000,0.0000,31150.0000
"R019675","508924308042",0.0000,491270.0000,0.0000,31430.0000
"R019676","559334300014",638580.0000,418600.0000,39910.0000,26160.0000
"R019677","559334300015",13910.0000,1375900.0000,3760.0000,85990.0000
"R019679","567134100143",198670.0000,494000.0000,12420.0000,30880.0000
"R019680","567134100144",197630.0000,205920.0000,12350.0000,12870.0000
"R019681","567134100145",235050.0000,240780.0000,22450.0000,15050.0000
"R019684","566128200016",19280.0000,0.0000,5210.0000,0.0000
"R019687","567302301001",145250.0000,450400.0000,9080.0000,28150.0000
"R019688","567302301002",145250.0000,387830.0000,9080.0000,24240.0000
"R019689","567302301003",145250.0000,288760.0000,9080.0000,18050.0000
"R019690","567302301004",145250.0000,0.0000,39220.0000,0.0000
"R019691","567302301005",214760.0000,211820.0000,13420.0000,13240.0000
"R019692","567302301006",145250.0000,434070.0000,9080.0000,27130.0000
"R019693","567302301007",145250.0000,287060.0000,9080.0000,17940.0000
"R019694","567302301008",145250.0000,319050.0000,9080.0000,19940.0000
"R019695","567302301009",145250.0000,327860.0000,9080.0000,20490.0000
"R019696","567302301010",145250.0000,379070.0000,9080.0000,23690.0000
"R019697","567302301011",181130.0000,435920.0000,11320.0000,27250.0000
"R019698","567302401012",145250.0000,500910.0000,9080.0000,31310.0000
"R019699","567302401013",145250.0000,322550.0000,9080.0000,20160.0000
"R019700","567302401014",145250.0000,357320.0000,9080.0000,22330.0000
"R019701","567302401015",155250.0000,392590.0000,9700.0000,24540.0000
"R019702","590918100021",5850.0000,38010.0000,1580.0000,2380.0000
"R019703","566504100098",167440.0000,425270.0000,10470.0000,26580.0000
"R019704","559107402006",69890.0000,635010.0000,4370.0000,39690.0000
"R019706","566127305106",215060.0000,0.0000,13440.0000,0.0000
"R019707","590514100349",177570.0000,0.0000,11100.0000,0.0000
"R019708","566516400062",149910.0000,0.0000,40480.0000,0.0000
"R019709","567307100147",90820.0000,502110.0000,24520.0000,135570.0000
"R019710","559710400097",266250.0000,253430.0000,16640.0000,15840.0000
"R019712","567711400068",840.0000,0.0000,230.0000,0.0000
"R019713","566504100100",172780.0000,266150.0000,10800.0000,16630.0000
"R019714","566504100099",172780.0000,180440.0000,10800.0000,11280.0000
"R019715","567508400901",630.0000,0.0000,170.0000,0.0000
"R019716","590129300139",286650.0000,1360.0000,17920.0000,90.0000
"R019717","590129300155",89120.0000,97380.0000,24060.0000,26290.0000
"R019719","566501105012",147070.0000,63310.0000,39710.0000,17090.0000
"R019721","567309300110",139730.0000,421160.0000,8730.0000,26320.0000
"R019724","566515200115",537940.0000,410800.0000,33620.0000,25680.0000
"R019727","566129111004",0.0000,664340.0000,0.0000,41520.0000
"R019728","566529211001",2078850.0000,5464010.0000,561290.0000,1475280.0000
"R019729","537721201011",116800.0000,825180.0000,7300.0000,51570.0000
"R019730","560109300901",1030.0000,0.0000,280.0000,0.0000
"R019731","566521200062",285000.0000,520890.0000,17810.0000,32560.0000
"R019732","590535200378",171570.0000,0.0000,10720.0000,0.0000
"R019733","590535200379",171830.0000,35300.0000,10740.0000,2210.0000
"R019734","590535200380",269700.0000,463550.0000,16860.0000,28970.0000
"R019736","567127305002",2720.0000,0.0000,730.0000,0.0000
"R019737","590909400111",118390.0000,0.0000,7400.0000,0.0000
"R019742","566532300005",3093570.0000,1498870.0000,835260.0000,404690.0000
"R019743","566732200067",1203520.0000,1098710.0000,324950.0000,296660.0000
"R019745","566732200068",518190.0000,781000.0000,139910.0000,210870.0000
"R019746","567302400179",179880.0000,32320.0000,11240.0000,2020.0000
"R019747","537125401014",437930.0000,603240.0000,27370.0000,37700.0000
"R019748","566128405028",196510.0000,15910.0000,12280.0000,990.0000
"R019749","590519400382",13840.0000,0.0000,3740.0000,0.0000
"R019750","590519400383",7130.0000,1128340.0000,1930.0000,76650.0000
"R019751","537716301003",100450.0000,225980.0000,6280.0000,14120.0000
"R019752","567305100173",365150.0000,0.0000,98590.0000,0.0000
"R019753","567305100180",1760.0000,0.0000,480.0000,0.0000
"R019754","537728300021",100040.0000,0.0000,27010.0000,0.0000
"R019755","537125400018",1074380.0000,2158190.0000,67150.0000,134890.0000
"R019756","595317300187",21970.0000,397260.0000,1730.0000,24830.0000
"R019757","565727400060",380.0000,245100.0000,100.0000,66180.0000
"R019759","590929200110",73190.0000,434140.0000,4570.0000,27130.0000
"R019760","567311400189",77630.0000,93320.0000,4850.0000,5830.0000
"R019761","536927200035",8890.0000,0.0000,2400.0000,0.0000
"R019765","566504100097",167440.0000,555610.0000,10470.0000,34730.0000
"R019766","559118200035",839890.0000,486090.0000,52490.0000,30380.0000
"R019769","567529400209",216970.0000,42470.0000,13560.0000,2650.0000
"R019771","594520400076",50120.0000,330430.0000,3130.0000,20650.0000
"R019773","566520405002",0.0000,179160.0000,0.0000,48370.0000
"R019774","566520405003",0.0000,264940.0000,0.0000,71530.0000
"R019775","566520405004",0.0000,184750.0000,0.0000,49880.0000
"R019776","566520405005",0.0000,184750.0000,0.0000,49880.0000
"R019777","566520405006",0.0000,184740.0000,0.0000,49880.0000
"R019779","567529200200",293800.0000,748320.0000,18360.0000,46770.0000
"R019780","566520405009",0.0000,200310.0000,0.0000,54080.0000
"R019781","566520405010",0.0000,331440.0000,0.0000,89490.0000
"R019782","566520405011",0.0000,178710.0000,0.0000,48250.0000
"R019783","566520405012",0.0000,187710.0000,0.0000,50680.0000
"R019784","566520405013",0.0000,222170.0000,0.0000,59990.0000
"R019785","566520405014",0.0000,234280.0000,0.0000,63260.0000
"R019789","566504100093",167440.0000,465780.0000,10470.0000,29110.0000
"R019790","567707200101",198750.0000,431740.0000,12420.0000,26980.0000
"R019792","566521100081",459310.0000,90640.0000,28710.0000,5670.0000
"R019793","594311300934",1240.0000,0.0000,330.0000,0.0000
"R019798","566509403016",389680.0000,205870.0000,105210.0000,55580.0000
"R019800","566127305103",148000.0000,0.0000,39960.0000,0.0000
