ACCOUNT_NO,PARCELNUMBER,DOC_OCCURENCE,ACTUAL_YEAR_BLT,ABSTRACT_CODE,ABSTRACT_DESC,BUILDING_CODE,BUILDING_DESC,BEDROOMS,BATHROOMS,NUMBER_STORIES,IMPSQFT,UNITS,MODEL,ARCH_STYLE_DESC
"M025336","567318200053",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,980,1,"MOBILE","SINGLE WIDE"
"M025338","567306400264",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,1,1,868,1,"MOBILE","SINGLE WIDE"
"M025344","590329100193",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,840,1,"MOBILE","SINGLE WIDE"
"M025358","590107400173",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,768,1,"MOBILE","SINGLE WIDE"
"M025373","595502100008",0,1980,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,2,1,1064,1,"MOBILE","SINGLE WIDE"
"M025402","567307400148",0,1976,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,1,1,1056,1,"MOBILE","DOUBLE WIDE"
"M025406","590514100240",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,924,1,"MOBILE","SINGLE WIDE"
"M025424","566530300074",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025434","595508213001",0,1993,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",3,2,1,924,1,"MOBILE","SINGLE WIDE"
"M025439","567131400060",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,1.5,1,1224,1,"MOBILE","SINGLE WIDE"
"M025440","566518402002",0,1977,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,924,1,"MOBILE","SINGLE WIDE"
"M025445","559710200006",0,1978,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",3,2,1,1344,1,"MOBILE","DOUBLE WIDE"
"M025448","567123300097",0,1979,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1064,1,"MOBILE","SINGLE WIDE"
"M025460","566509300012",0,1989,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",2,1,1,1216,1,"MOBILE","SINGLE WIDE"
"M025461","559324100001",0,1958,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,460,1,"MOBILE","SINGLE WIDE"
"M025486","595508213001",0,1993,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,928,1,"MOBILE","SINGLE WIDE"
"M025491","595719200140",0,1983,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,1.75,1,1016,1,"MOBILE","SINGLE WIDE"
"M025498","567312300063",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,952,1,"MOBILE","SINGLE WIDE"
"M025500","567307200088",0,1979,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,960,1,"MOBILE","DOUBLE WIDE"
"M025506","616309200235",0,1968,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",1,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025509","566520410003",0,1974,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",2,1.5,1,938,1,"MOBILE","SINGLE WIDE"
"M025513","566901300009",0,1969,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,780,1,"MOBILE","SINGLE WIDE"
"M025525","559728400039",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,896,1,"MOBILE","SINGLE WIDE"
"M025527","595508213001",0,1993,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",2,2,1,912,1,"MOBILE","SINGLE WIDE"
"M025535","567923100015",0,1971,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025550","595732400074",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,632,1,"MOBILE","SINGLE WIDE"
"M025561","594922200088",0,1983,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,955,1,"MOBILE","SINGLE WIDE"
"M025576","595508206012",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,528,1,"MOBILE","SINGLE WIDE"
"M025579","566507400017",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,720,1,"MOBILE","SINGLE WIDE"
"M025580","566520410003",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,840,1,"MOBILE","SINGLE WIDE"
"M025582","567712207006",0,1979,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,952,1,"MOBILE","SINGLE WIDE"
"M025596","567711400058",0,1959,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,430,1,"MOBILE","SINGLE WIDE"
"M025012","590324100773",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,1,1,784,1,"MOBILE","SINGLE WIDE"
"M025024","566507400017",0,1969,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025030","590516400543",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","1278","MANUFACTURED HOME NOT INTEGRAL TO AG OPERATION",3,2,1,1344,1,"MOBILE","DOUBLE WIDE"
"M025032","566506400083",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1.5,2,1,840,1,"MOBILE","SINGLE WIDE"
"M025044","566512300013",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1464,1,"MOBILE","DOUBLE WIDE"
"M025079","595521300270",0,1966,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025105","559710100038",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,1008,1,"MOBILE","SINGLE WIDE"
"M025123","595115100099",0,1961,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,788,1,"MOBILE","SINGLE WIDE"
"M025125","560333300017",0,1980,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,2,1,1120,1,"MOBILE","SINGLE WIDE"
"M025134","590930200088",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,480,1,"MOBILE","SINGLE WIDE"
"M025139","594510100229",0,1969,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025148","567308200026",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,480,1,"MOBILE","SINGLE WIDE"
"M025163","616316400165",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025165","537720104005",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,720,1,"MOBILE","SINGLE WIDE"
"M025170","559710300121",0,1971,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,552,1,"MOBILE","SINGLE WIDE"
"M025178","567712202004",0,1971,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,576,1,"MOBILE","SINGLE WIDE"
"M025179","559710200006",0,1976,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1036,1,"MOBILE","SINGLE WIDE"
"M025193","566115400025",0,1978,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,924,1,"MOBILE","SINGLE WIDE"
"M025203","559710100038",0,1979,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",2,2,1,840,1,"MOBILE","SINGLE WIDE"
"M025211","567302400179",0,1983,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,1.75,1,1344,1,"MOBILE","DOUBLE WIDE"
"M025220","567512401014",0,1979,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1440,1,"MOBILE","DOUBLE WIDE"
"M025237","590322200789",0,1978,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1.5,1,952,1,"MOBILE","SINGLE WIDE"
"M025251","559324300016",0,1993,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,896,1,"MOBILE","SINGLE WIDE"
"M025258","590510200137",0,1986,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1008,1,"MOBILE","DOUBLE WIDE"
"M025267","566911200026",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,924,1,"MOBILE","SINGLE WIDE"
"M025276","590129200146",0,1955,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,800,1,"MOBILE","SINGLE WIDE"
"M025295","566518402002",0,1969,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025298","566509300012",0,1979,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",2,1,1,686,1,"MOBILE","SINGLE WIDE"
"M025040","566115400025",0,1976,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,952,1,"MOBILE","SINGLE WIDE"
"M025085","590310400380",0,1986,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,2212,1,"MOBILE","DOUBLE WIDE"
"M025113","594922200091",0,1970,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,600,1,"MOBILE","SINGLE WIDE"
"M025120","595131200080",0,1971,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,924,1,"MOBILE","SINGLE WIDE"
"M025127","567312300099",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,720,1,"MOBILE","SINGLE WIDE"
"M025133","566912101013",0,1978,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1820,1,"MOBILE","DOUBLE WIDE"
"M025141","566115400025",0,1977,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,924,1,"MOBILE","SINGLE WIDE"
"M025149","566912201011",0,1970,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,1,1,984,1,"MOBILE","DOUBLE WIDE"
"M025151","566530300074",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1.5,1,720,1,"MOBILE","SINGLE WIDE"
"M025154","537720409044",0,1969,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,720,1,"MOBILE","SINGLE WIDE"
"M025159","595304300294",0,1970,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025184","595508320011",0,1979,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,728,1,"MOBILE","SINGLE WIDE"
"M025255","566912403046",0,1980,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1344,1,"MOBILE","DOUBLE WIDE"
"M025264","566512300007",0,1971,"2220","OFFICES         ","2220","OFFICES",0,1,1,576,1,"COMMERCIAL","OFFICE"
"M025268","566911101003",0,1958,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,350,1,"MOBILE","SINGLE WIDE"
"M025283","559710200006",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,980,1,"MOBILE","SINGLE WIDE"
"M025287","566130106009",0,1979,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,952,1,"MOBILE","SINGLE WIDE"
"M025311","566504100016",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,924,1,"MOBILE","SINGLE WIDE"
"M025317","590929400309",0,1969,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,1,1,800,1,"MOBILE","SINGLE WIDE"
"M025327","567134300087",0,1978,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,924,1,"MOBILE","SINGLE WIDE"
"M025331","590502300146",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1445,1,"MOBILE","SINGLE WIDE"
"M025351","566128405028",0,1979,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,1.75,1,1881,1,"MOBILE","SINGLE WIDE"
"M025354","595731100024",0,1978,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,1.75,1,1392,1,"MOBILE","DOUBLE WIDE"
"M025362","567712100041",0,1987,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1216,1,"MOBILE","SINGLE WIDE"
"M025376","590316100168",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,924,1,"MOBILE","SINGLE WIDE"
"M025382","559710300131",0,1971,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,1.5,1,672,1,"MOBILE","SINGLE WIDE"
"M025393","616310400019",0,1976,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,924,1,"MOBILE","SINGLE WIDE"
"M025403","567307400149",0,1977,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",4,2.5,1,2176,1,"MOBILE","DOUBLE WIDE"
"M025598","559703400090",0,1978,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,840,1,"MOBILE","SINGLE WIDE"
"M025599","566530300074",0,1971,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,980,1,"MOBILE","SINGLE WIDE"
"M025644","559710100038",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,728,1,"MOBILE","SINGLE WIDE"
"M025648","566520410003",0,1967,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025654","559710300131",0,1975,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,840,1,"MOBILE","SINGLE WIDE"
"M025663","566515300147",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,696,1,"MOBILE","SINGLE WIDE"
"M025690","566509300012",0,1986,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",3,2,1,1568,1,"MOBILE","DOUBLE WIDE"
"M025696","566504100011",0,1977,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,784,1,"MOBILE","SINGLE WIDE"
"M025702","566507400017",0,1968,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,720,1,"MOBILE","SINGLE WIDE"
"M025706","567712207006",0,1982,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,1,1,994,1,"MOBILE","SINGLE WIDE"
"M025710","566115400025",0,1970,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,1,1,816,1,"MOBILE","SINGLE WIDE"
"M025719","566530300074",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,720,1,"MOBILE","SINGLE WIDE"
"M025734","559333200800",0,1964,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,1,1,624,1,"MOBILE","SINGLE WIDE"
"M025738","559703400080",0,1983,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,728,1,"MOBILE","SINGLE WIDE"
"M025767","590909300012",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1134,1,"MOBILE","SINGLE WIDE"
"M025788","566530300074",0,1972,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",2,1,1,552,1,"MOBILE","SINGLE WIDE"
"M025789","566504100011",0,1978,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,1064,1,"MOBILE","SINGLE WIDE"
"M025805","567318200053",0,1975,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,784,1,"MOBILE","SINGLE WIDE"
"M025834","595304300420",0,1964,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,636,1,"MOBILE","SINGLE WIDE"
"M025846","590518400202",0,1966,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,838,1,"MOBILE","SINGLE WIDE"
"M025852","559703400080",0,1970,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,784,1,"MOBILE","SINGLE WIDE"
"M025857","567318200053",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,552,1,"MOBILE","SINGLE WIDE"
"M025864","559710300161",0,1977,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,980,1,"MOBILE","SINGLE WIDE"
"M025881","566911200088",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,980,1,"MOBILE","SINGLE WIDE"
"M025884","594520100020",0,1975,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",2,1.5,1,2654,1,"MOBILE","SINGLE WIDE"
"M025891","566530300074",0,1969,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,552,1,"MOBILE","SINGLE WIDE"
"M025893","566530300074",0,1964,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,520,1,"MOBILE","SINGLE WIDE"
"M025909","560133400066",0,1977,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,2,1,1112,1,"MOBILE","SINGLE WIDE"
"M025925","567716100011",0,1976,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,840,1,"MOBILE","SINGLE WIDE"
"M026009","595119300086",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M026032","559710200006",0,1979,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",3,2,1,1560,1,"MOBILE","DOUBLE WIDE"
"M026071","566520410003",0,1980,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,1008,1,"MOBILE","SINGLE WIDE"
"M026076","566504100011",0,1975,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,980,1,"MOBILE","SINGLE WIDE"
"M026079","559324302032",0,1969,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,744,1,"MOBILE","SINGLE WIDE"
"M026084","590323200705",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,2,1,924,1,"MOBILE","SINGLE WIDE"
"M026088","594520100029",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,980,1,"MOBILE","SINGLE WIDE"
"M026095","594911100015",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1008,1,"MOBILE","SINGLE WIDE"
"M026098","595508324003",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,600,1,"MOBILE","SINGLE WIDE"
"M026102","591135100006",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,2,1,924,1,"MOBILE","SINGLE WIDE"
"M026121","566130110003",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,784,1,"MOBILE","SINGLE WIDE"
"M026133","566507400017",0,1978,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1064,1,"MOBILE","SINGLE WIDE"
"M026141","566530300074",0,1980,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,576,1,"MOBILE","SINGLE WIDE"
"M026160","591122300542",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,896,1,"MOBILE","SINGLE WIDE"
"M026167","559703400080",0,1971,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M026171","559710200006",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,780,1,"MOBILE","SINGLE WIDE"
"M026174","566912201004",0,1975,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1260,1,"MOBILE","SINGLE WIDE"
"M026179","595508313004",0,1977,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,924,1,"MOBILE","SINGLE WIDE"
"M026182","594521200236",0,1976,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1064,1,"MOBILE","SINGLE WIDE"
"M026196","559703300201",0,1974,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,910,1,"MOBILE","SINGLE WIDE"
"M026204","616517300028",0,1967,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,2,1,1040,1,"MOBILE","DOUBLE WIDE"
"M026221","559710200006",0,1988,"1235","MANUFAC HOUSING ","1235","MANUFAC HOUSING",3,2,1,1216,1,"MOBILE","SINGLE WIDE"
"M026227","616316100093",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1792,1,"MOBILE","SINGLE WIDE"
"M026256","567503100002",0,1979,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,2,1,980,1,"MOBILE","SINGLE WIDE"
"M026283","595536100301",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,2,1,1440,1,"MOBILE","SINGLE WIDE"
"M026293","567312300102",0,1975,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1008,1,"MOBILE","SINGLE WIDE"
"M026302","616320200130",0,1976,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,924,1,"MOBILE","SINGLE WIDE"
"M026307","566506300015",0,1980,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,924,1,"MOBILE","SINGLE WIDE"
"M025314","559324202011",0,1969,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,768,1,"MOBILE","SINGLE WIDE"
"M025360","565907100007",0,1970,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025365","590508400554",0,1962,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,550,1,"MOBILE","SINGLE WIDE"
"M025386","000000000000",0,1976,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,938,1,"MOBILE","SINGLE WIDE"
"M025414","567701306014",0,1971,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,1,1,896,1,"MOBILE","SINGLE WIDE"
"M025416","594912100018",0,1964,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,2,1,858,1,"MOBILE","SINGLE WIDE"
"M025428","591101300547",0,1970,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,720,1,"MOBILE","SINGLE WIDE"
"M025437","594912100018",0,1979,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,2,1,1352,1,"MOBILE","DOUBLE WIDE"
"M025453","595118300152",0,1987,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1216,1,"MOBILE","SINGLE WIDE"
"M025467","590112100141",0,1969,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,1,1,672,1,"MOBILE","SINGLE WIDE"
"M025572","559324100001",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,552,1,"MOBILE","SINGLE WIDE"
"M025588","590333300046",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,2,1,840,1,"MOBILE","SINGLE WIDE"
"M025589","590514300317",0,1983,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,876,1,"MOBILE","SINGLE WIDE"
"M025608","590323100349",0,1973,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",3,1,1,980,1,"MOBILE","SINGLE WIDE"
"M025620","566130117006",0,1975,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,952,1,"MOBILE","SINGLE WIDE"
"M025630","566530200163",0,1977,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1008,1,"MOBILE","SINGLE WIDE"
"M025653","559703400080",0,1989,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1216,1,"MOBILE","SINGLE WIDE"
"M025660","559710200006",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,1,1,1440,1,"MOBILE","DOUBLE WIDE"
"M025669","566911200031",0,1987,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,1216,1,"MOBILE","SINGLE WIDE"
"M025672","566530300074",0,1972,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",1,1,1,480,1,"MOBILE","SINGLE WIDE"
"M025708","566516400097",0,1968,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",2,2,1,720,1,"MOBILE","SINGLE WIDE"
"M025716","595504100187",0,1980,"9290","EXEMPT MH VALUE UNDER 28K","1235","MANUFAC HOUSING",3,2,1,994,1,"MOBILE","SINGLE WIDE"
"M025722","567130300308",0,1977,"9290","EXEMPT MH VALUE UNDER 28K","4278","MANUF HOUS FARM",2,1.5,1,728,1,"MOBILE","SINGLE WIDE"
